"[Account_Value]","[Account_Name]","[Account_Description]","[Account_Type]","[Account_Sign]","[Account_Document]","[Account_Summary]","[Default_Account]","[Account_Parent]"
150610,"COSTOS DE IMPORTACION MATERIALES",,"Asset",,,"No",,1506
150615,"PROYECTOS DE CONSTRUCCION",,"Asset",,,"No",,1506
150699,"AJUSTES POR INFLACION",,"Asset",,,"No",,1506
1508,"CONSTRUCCIONES EN CURSO",,"Asset",,,"Yes",,15
150805,"CONSTRUCCIONES Y EDIFICACIONES",,"Asset",,,"No",,1508
150810,"ACUEDUCTOS PLANTAS Y REDES",,"Asset",,,"No",,1508
150815,"VIAS DE COMUNICACION",,"Asset",,,"No",,1508
150820,"POZOS ARTESIANOS",,"Asset",,,"No",,1508
150825,"PROYECTOS DE EXPLORACION",,"Asset",,,"No",,1508
150830,"PROYECTOS DE DESARROLLO",,"Asset",,,"No",,1508
150899,"AJUSTES POR INFLACION",,"Asset",,,"No",,1508
1512,"MAQUINARIA Y EQUIPOS EN MONTAJE",,"Asset",,,"Yes",,15
151205,"MAQUINARIA Y EQUIPO",,"Asset",,,"No",,1512
151210,"EQUIPO DE OFICINA",,"Asset",,,"No",,1512
151215,"EQUIPO DE COMPUTACION Y COMUNICACION",,"Asset",,,"No",,1512
151220,"EQUIPO MEDICO-CIENTIFICO",,"Asset",,,"No",,1512
151225,"EQUIPO DE HOTELES Y RESTAURANTES",,"Asset",,,"No",,1512
151230,"FLOTA Y EQUIPO DE TRANSPORTE",,"Asset",,,"No",,1512
151235,"FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO",,"Asset",,,"No",,1512
151240,"FLOTA Y EQUIPO AEREO",,"Asset",,,"No",,1512
151245,"FLOTA Y EQUIPO FERREO",,"Asset",,,"No",,1512
151250,"PLANTAS Y REDES",,"Asset",,,"No",,1512
151299,"AJUSTES POR INFLACION",,"Asset",,,"No",,1512
1516,"CONSTRUCCIONES Y EDIFICACIONES",,"Asset",,,"Yes",,15
151605,"EDIFICIOS",,"Asset",,,"No",,1516
151610,"OFICINAS",,"Asset",,,"No",,1516
151615,"ALMACENES",,"Asset",,,"No",,1516
151620,"FABRICAS Y PLANTAS INDUSTRIALES",,"Asset",,,"No",,1516
151625,"SALAS DE EXHIBICION Y VENTAS",,"Asset",,,"No",,1516
151630,"CAFETERIA Y CASINOS",,"Asset",,,"No",,1516
151635,"SILOS",,"Asset",,,"No",,1516
151640,"INVERNADEROS",,"Asset",,,"No",,1516
151645,"CASETAS Y CAMPAMENTOS",,"Asset",,,"No",,1516
151650,"INSTALACIONES AGROPECUARIAS",,"Asset",,,"No",,1516
151655,"VIVIENDAS PARA EMPLEADOS Y OBREROS",,"Asset",,,"No",,1516
151660,"TERMINAL DE BUSES Y TAXIS",,"Asset",,,"No",,1516
151663,"TERMINAL MARITIMO",,"Asset",,,"No",,1516
151665,"TERMINAL FERREO",,"Asset",,,"No",,1516
151670,"PARQUEADEROS, GARAJES Y DEPOSITOS",,"Asset",,,"No",,1516
151675,"HANGARES",,"Asset",,,"No",,1516
151680,"BODEGAS",,"Asset",,,"No",,1516
151695,"OTROS",,"Asset",,,"No",,1516
151699,"AJUSTES POR INFLACION",,"Asset",,,"No",,1516
1520,"MAQUINARIA Y EQUIPO",,"Asset",,,"Yes",,15
152001,"152001 a 152098",,"Asset",,,"No",,1520
152099,"AJUSTES POR INFLACION",,"Asset",,,"No",,1520
1524,"EQUIPO DE OFICINA",,"Asset",,,"Yes",,15
152405,"MUEBLES Y ENSERES",,"Asset",,,"No",,1524
152410,"EQUIPOS",,"Asset",,,"No",,1524
152495,"OTROS",,"Asset",,,"No",,1524
152499,"AJUSTES POR INFLACION",,"Asset",,,"No",,1524
1528,"EQUIPO DE COMPUTACION Y COMUNICACION",,"Asset",,,"Yes",,15
152805,"EQUIPOS DE PROCESAMIENTO DE DATOS",,"Asset",,,"No",,1528
152810,"EQUIPOS DE TELECOMUNICACIONES",,"Asset",,,"No",,1528
152815,"EQUIPOS DE RADIO",,"Asset",,,"No",,1528
152820,"SATELITES Y ANTENAS",,"Asset",,,"No",,1528
152825,"LINEAS TELEFONICAS",,"Asset",,,"No",,1528
152895,"OTROS",,"Asset",,,"No",,1528
152899,"AJUSTES POR INFLACION",,"Asset",,,"No",,1528
1532,"EQUIPO MEDICO - CIENTIFICO",,"Asset",,,"Yes",,15
153205,"MEDICO",,"Asset",,,"No",,1532
153210,"ODONTOLOGICO",,"Asset",,,"No",,1532
153215,"LABORATORIO",,"Asset",,,"No",,1532
153220,"INSTRUMENTAL",,"Asset",,,"No",,1532
153295,"OTROS",,"Asset",,,"No",,1532
153299,"AJUSTES POR INFLACION",,"Asset",,,"No",,1532
1536,"EQUIPO DE HOTELES Y RESTAURANTES",,"Asset",,,"Yes",,15
153605,"DE HABITACIONES",,"Asset",,,"No",,1536
153610,"DE COMESTIBLES Y BEBIDAS",,"Asset",,,"No",,1536
153695,"OTROS",,"Asset",,,"No",,1536
153699,"AJUSTES POR INFLACION",,"Asset",,,"No",,1536
1540,"FLOTA Y EQUIPO DE TRANSPORTE",,"Asset",,,"Yes",,15
154005,"AUTOS, CAMIONETAS Y CAMPEROS",,"Asset",,,"No",,1540
154008,"CAMIONES, VOLQUETAS Y FURGONES",,"Asset",,,"No",,1540
154010,"TRACTOMULAS Y REMOLQUES",,"Asset",,,"No",,1540
154015,"BUSES Y BUSETAS",,"Asset",,,"No",,1540
154017,"RECOLECTORES Y CONTENEDORES",,"Asset",,,"No",,1540
154020,"MONTACARGAS",,"Asset",,,"No",,1540
154025,"PALAS Y GRUAS",,"Asset",,,"No",,1540
154030,"MOTOCICLETAS",,"Asset",,,"No",,1540
154035,"BICICLETAS",,"Asset",,,"No",,1540
154040,"ESTIBAS Y CARRETAS",,"Asset",,,"No",,1540
154045,"BANDAS TRANSPORTADORAS",,"Asset",,,"No",,1540
154095,"OTROS",,"Asset",,,"No",,1540
154099,"AJUSTES POR INFLACION",,"Asset",,,"No",,1540
1544,"FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO",,"Asset",,,"Yes",,15
154405,"BUQUES",,"Asset",,,"No",,1544
154410,"LANCHAS",,"Asset",,,"No",,1544
154415,"REMOLCADORAS",,"Asset",,,"No",,1544
154420,"BOTES",,"Asset",,,"No",,1544
154425,"BOYAS",,"Asset",,,"No",,1544
154430,"AMARRES",,"Asset",,,"No",,1544
154435,"CONTENEDORES Y CHASSISES",,"Asset",,,"No",,1544
154440,"GABARRAS",,"Asset",,,"No",,1544
154495,"OTROS",,"Asset",,,"No",,1544
154499,"AJUSTES POR INFLACION",,"Asset",,,"No",,1544
1548,"FLOTA Y EQUIPO AEREO",,"Asset",,,"Yes",,15
154805,"AVIONES",,"Asset",,,"No",,1548
154810,"AVIONETAS",,"Asset",,,"No",,1548
154815,"HELICOPTEROS",,"Asset",,,"No",,1548
154820,"TURBINAS Y MOTORES",,"Asset",,,"No",,1548
154825,"MANUALES DE ENTRENAMIENTO PERSONAL TECNICO",,"Asset",,,"No",,1548
154830,"EQUIPOS DE VUELO",,"Asset",,,"No",,1548
154895,"OTROS",,"Asset",,,"No",,1548
154899,"AJUSTES POR INFLACION",,"Asset",,,"No",,1548
1552,"FLOTA Y EQUIPO FERREO",,"Asset",,,"Yes",,15
155205,"LOCOMOTORAS",,"Asset",,,"No",,1552
155210,"VAGONES",,"Asset",,,"No",,1552
155215,"REDES FERREAS",,"Asset",,,"No",,1552
155295,"OTROS",,"Asset",,,"No",,1552
155299,"AJUSTES POR INFLACION",,"Asset",,,"No",,1552
1556,"ACUEDUCTOS PLANTAS Y REDES",,"Asset",,,"Yes",,15
155605,"INSTALACIONES PARA AGUA Y ENERGIA",,"Asset",,,"No",,1556
155610,"ACUEDUCTO ACEQUIAS Y CANALIZACIONES",,"Asset",,,"No",,1556
155615,"PLANTAS DE GENERACION HIDRAULICA",,"Asset",,,"No",,1556
155620,"PLANTAS DE GENERACION TERMICA",,"Asset",,,"No",,1556
155625,"PLANTAS DE GENERACION A GAS",,"Asset",,,"No",,1556
155628,"PLANTAS DE GENERACION DIESEL, GASOLINA Y PETROLEO",,"Asset",,,"No",,1556
155630,"PLANTAS DE DISTRIBUCION",,"Asset",,,"No",,1556
155635,"PLANTAS DE TRANSMISION Y SUBESTACIONES",,"Asset",,,"No",,1556
155640,"OLEODUCTOS",,"Asset",,,"No",,1556
155645,"GASODUCTOS",,"Asset",,,"No",,1556
155647,"POLIDUCTOS",,"Asset",,,"No",,1556
155650,"REDES DE DISTRIBUCION",,"Asset",,,"No",,1556
155655,"PLANTAS DE TRATAMIENTO",,"Asset",,,"No",,1556
155660,"REDES DE RECOLECCION DE AGUAS NEGRAS",,"Asset",,,"No",,1556
155665,"INSTALACIONES Y EQUIPO DE BOMBEO",,"Asset",,,"No",,1556
155670,"REDES DE DISTRIBUCION DE VAPOR",,"Asset",,,"No",,1556
155675,"REDES DE AIRE",,"Asset",,,"No",,1556
155680,"REDES ALIMENTACION DE GAS",,"Asset",,,"No",,1556
155682,"REDES EXTERNAS DE TELEFONIA",,"Asset",,,"No",,1556
155685,"PLANTAS DESHIDRATADORAS",,"Asset",,,"No",,1556
155695,"OTROS",,"Asset",,,"No",,1556
155699,"AJUSTES POR INFLACION",,"Asset",,,"No",,1556
1560,"ARMAMENTO DE VIGILANCIA",,"Asset",,,"Yes",,15
156001,"156001 a 156098",,"Asset",,,"No",,1560
156099,"AJUSTES POR INFLACION",,"Asset",,,"No",,1560
1562,"ENVASES Y EMPAQUES",,"Asset",,,"Yes",,15
156201,"156201 a 156298",,"Asset",,,"No",,1562
156299,"AJUSTES POR INFLACION",,"Asset",,,"No",,1562
1564,"PLANTACIONES AGRICOLAS Y FORESTALES",,"Asset",,,"Yes",,15
156405,"CULTIVOS EN DESARROLLO",,"Asset",,,"No",,1564
156410,"CULTIVOS AMORTIZABLES",,"Asset",,,"No",,1564
156499,"AJUSTES POR INFLACION",,"Asset",,,"No",,1564
1568,"VIAS DE COMUNICACION",,"Asset",,,"Yes",,15
156805,"PAVIMENTACION Y PATIOS",,"Asset",,,"No",,1568
156810,"VIAS",,"Asset",,,"No",,1568
156815,"PUENTES",,"Asset",,,"No",,1568
156820,"CALLES",,"Asset",,,"No",,1568
156825,"AERODROMOS",,"Asset",,,"No",,1568
156895,"OTROS",,"Asset",,,"No",,1568
156899,"AJUSTES POR INFLACION",,"Asset",,,"No",,1568
1572,"MINAS Y CANTERAS",,"Asset",,,"Yes",,15
157205,"MINAS",,"Asset",,,"No",,1572
157210,"CANTERAS",,"Asset",,,"No",,1572
157299,"AJUSTES POR INFLACION",,"Asset",,,"No",,1572
1576,"POZOS ARTESIANOS",,"Asset",,,"Yes",,15
157601,"157601 a 157698",,"Asset",,,"No",,1576
157699,"AJUSTES POR INFLACION",,"Asset",,,"No",,1576
1580,"YACIMIENTOS",,"Asset",,,"Yes",,15
158001,"158001 a 158098",,"Asset",,,"No",,1580
158099,"AJUSTES POR INFLACION",,"Asset",,,"No",,1580
1584,"SEMOVIENTES",,"Asset",,,"Yes",,15
158405,"ESPECIES MENORES",,"Asset",,,"No",,1584
158410,"ESPECIES MAYORES",,"Asset",,,"No",,1584
158499,"AJUSTES POR INFLACION",,"Asset",,,"No",,1584
1588,"PROPIEDADES PLANTA Y EQUIPO EN TRANSITO",,"Asset",,,"Yes",,15
158805,"MAQUINARIA Y EQUIPO",,"Asset",,,"No",,1588
158810,"EQUIPO DE OFICINA",,"Asset",,,"No",,1588
158815,"EQUIPO DE COMPUTACION Y COMUNICACION",,"Asset",,,"No",,1588
158820,"EQUIPO MEDICO CIENTIFICO",,"Asset",,,"No",,1588
158825,"EQUIPO DE HOTELES Y RESTAURANTES",,"Asset",,,"No",,1588
158830,"FLOTA Y EQUIPO DE TRANSPORTE",,"Asset",,,"No",,1588
158835,"FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO",,"Asset",,,"No",,1588
158840,"FLOTA Y EQUIPO AEREO",,"Asset",,,"No",,1588
158845,"FLOTA Y EQUIPO FERREO",,"Asset",,,"No",,1588
158850,"PLANTAS Y REDES",,"Asset",,,"No",,1588
158855,"ARMAMENTO DE VIGILANCIA",,"Asset",,,"No",,1588
158860,"SEMOVIENTES",,"Asset",,,"No",,1588
158865,"ENVASES Y EMPAQUES",,"Asset",,,"No",,1588
158899,"AJUSTES POR INFLACION",,"Asset",,,"No",,1588
1592,"DEPRECIACION ACUMULADA",,"Asset",,,"Yes",,15
159205,"CONSTRUCCIONES Y EDIFICACIONES",,"Asset",,,"No",,1592
159210,"MAQUINARIA Y EQUIPO",,"Asset",,,"No",,1592
159215,"EQUIPO DE OFICINA",,"Asset",,,"No",,1592
159220,"EQUIPO DE COMPUTACION Y COMUNICACION",,"Asset",,,"No",,1592
159225,"EQUIPO MEDICO CIENTIFICO",,"Asset",,,"No",,1592
159230,"EQUIPO DE HOTELES Y RESTAURANTES",,"Asset",,,"No",,1592
159235,"FLOTA Y EQUIPO DE TRANSPORTE",,"Asset",,,"No",,1592
159240,"FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO",,"Asset",,,"No",,1592
159245,"FLOTA Y EQUIPO AEREO",,"Asset",,,"No",,1592
159250,"FLOTA Y EQUIPO FERREO",,"Asset",,,"No",,1592
159255,"ACUEDUCTOS PLANTAS Y REDES",,"Asset",,,"No",,1592
159260,"ARMAMENTO DE VIGILANCIA",,"Asset",,,"No",,1592
159265,"ENVASES Y EMPAQUES",,"Asset",,,"No",,1592
159299,"AJUSTES POR INFLACION",,"Asset",,,"No",,1592
1595,"PROPIEDAD PLANTA Y EQUIPO",,"Asset",,,"No",,15
1596,"DEPRECIACION DIFERIDA",,"Asset",,,"Yes",,15
159605,"EXCESO FISCAL SOBRE LA CONTABLE",,"Asset",,,"No",,1596
159610,"DEFECTO FISCAL SOBRE LA CONTABLE (CR)",,"Asset",,,"No",,1596
159699,"AJUSTES POR INFLACION",,"Asset",,,"No",,1596
1597,"AMORTIZACION ACUMULADA",,"Asset",,,"Yes",,15
159705,"PLANTACIONES AGRICOLAS Y FORESTALES",,"Asset",,,"No",,1597
159710,"VIAS DE COMUNICACION",,"Asset",,,"No",,1597
159715,"SEMOVIENTES",,"Asset",,,"No",,1597
159799,"AJUSTES POR INFLACION",,"Asset",,,"No",,1597
1598,"AGOTAMIENTO ACUMULADO",,"Asset",,,"Yes",,15
159805,"MINAS Y CANTERAS",,"Asset",,,"No",,1598
159815,"POZOS ARTESIANOS",,"Asset",,,"No",,1598
159820,"YACIMIENTOS",,"Asset",,,"No",,1598
159899,"AJUSTES POR INFLACION",,"Asset",,,"No",,1598
1599,"PROVISIONES",,"Asset",,,"Yes",,15
159904,"TERRENOS",,"Asset",,,"No",,1599
159906,"MATERIALES PROYECTOS PETROLEROS",,"Asset",,,"No",,1599
159908,"CONSTRUCCIONES EN CURSO",,"Asset",,,"No",,1599
159912,"MAQUINARIA EN MONTAJE",,"Asset",,,"No",,1599
159916,"CONSTRUCCIONES Y EDIFICACIONES",,"Asset",,,"No",,1599
159920,"MAQUINARIA Y EQUIPO",,"Asset",,,"No",,1599
159924,"EQUIPO DE OFICINA",,"Asset",,,"No",,1599
159928,"EQUIPO DE COMPUTACION Y COMUNICACION",,"Asset",,,"No",,1599
159932,"EQUIPO MEDICO CIENTIFICO",,"Asset",,,"No",,1599
159936,"EQUIPO DE HOTELES Y RESTAURANTES",,"Asset",,,"No",,1599
159940,"FLOTA Y EQUIPO DE TRANSPORTE",,"Asset",,,"No",,1599
159944,"FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO",,"Asset",,,"No",,1599
159948,"FLOTA Y EQUIPO AEREO",,"Asset",,,"No",,1599
159952,"FLOTA Y EQUIPO FERREO",,"Asset",,,"No",,1599
159956,"ACUEDUCTOS, PLANTAS Y REDES",,"Asset",,,"No",,1599
159960,"ARMAMENTO DE VIGILANCIA",,"Asset",,,"No",,1599
159962,"ENVASES Y EMPAQUES",,"Asset",,,"No",,1599
159964,"PLANTACIONES AGRICOLAS Y FORESTALES",,"Asset",,,"No",,1599
159968,"VIAS DE COMUNICACION",,"Asset",,,"No",,1599
159972,"MINAS Y CANTERAS",,"Asset",,,"No",,1599
159980,"POZOS ARTESIANOS",,"Asset",,,"No",,1599
159984,"YACIMIENTOS",,"Asset",,,"No",,1599
159988,"SEMOVIENTES",,"Asset",,,"No",,1599
159992,"PROPIEDADES PLANTA Y EQUIPO EN TRANSITO",,"Asset",,,"No",,1599
16,"INTANGIBLES",,"Asset",,,"Yes",,1
1605,"CREDITO MERCANTIL",,"Asset",,,"Yes",,16
160505,"FORMADO O ESTIMADO",,"Asset",,,"No",,1605
160510,"ADQUIRIDO O COMPRADO",,"Asset",,,"No",,1605
160599,"AJUSTES POR INFLACION",,"Asset",,,"No",,1605
1610,"MARCAS",,"Asset",,,"Yes",,16
161005,"ADQUIRIDAS",,"Asset",,,"No",,1610
161010,"FORMADAS",,"Asset",,,"No",,1610
161099,"AJUSTES POR INFLACION",,"Asset",,,"No",,1610
1615,"PATENTES",,"Asset",,,"Yes",,16
161505,"ADQUIRIDAS",,"Asset",,,"No",,1615
161510,"FORMADAS",,"Asset",,,"No",,1615
161599,"AJUSTES POR INFLACION",,"Asset",,,"No",,1615
1620,"CONCESIONES Y FRANQUICIAS",,"Asset",,,"Yes",,16
162005,"CONCESIONES",,"Asset",,,"No",,1620
162010,"FRANQUICIAS",,"Asset",,,"No",,1620
162099,"AJUSTES POR INFLACION",,"Asset",,,"No",,1620
1625,"DERECHOS",,"Asset",,,"Yes",,16
162505,"DERECHOS DE AUTOR",,"Asset",,,"No",,1625
162510,"PUESTO DE BOLSA",,"Asset",,,"No",,1625
162515,"EN FIDEICOMISOS INMOBILIARIOS",,"Asset",,,"No",,1625
162520,"EN FIDEICOMISOS DE GARANTIA",,"Asset",,,"No",,1625
162525,"EN FIDEICOMISOS DE ADMINISTRACION",,"Asset",,,"No",,1625
162595,"OTROS",,"Asset",,,"No",,1625
162599,"AJUSTES POR INFLACION",,"Asset",,,"No",,1625
1630,"KNOW HOW",,"Asset",,,"Yes",,16
163001,"163001 a 163098",,"Asset",,,"No",,1630
163099,"AJUSTES POR INFLACION",,"Asset",,,"No",,1630
1635,"LICENCIAS",,"Asset",,,"Yes",,16
163501,"163501 a 163598",,"Asset",,,"No",,1635
163599,"AJUSTES POR INFLACION",,"Asset",,,"No",,1635
1698,"AMORTIZACION ACUMULADA",,"Asset",,,"Yes",,16
169805,"CREDITO MERCANTIL",,"Asset",,,"No",,1698
169810,"MARCAS",,"Asset",,,"No",,1698
169815,"PATENTES",,"Asset",,,"No",,1698
169820,"CONCESIONES Y FRANQUICIAS",,"Asset",,,"No",,1698
169830,"DERECHOS",,"Asset",,,"No",,1698
169835,"KNOW HOW",,"Asset",,,"No",,1698
169840,"LICENCIAS",,"Asset",,,"No",,1698
169899,"AJUSTES POR INFLACION",,"Asset",,,"No",,1698
1699,"PROVISIONES",,"Asset",,,"Yes",,16
169901,"169901 a 169998",,"Asset",,,"No",,1699
17,"DIFERIDOS",,"Asset",,,"Yes",,1
1705,"GASTOS PAGADOS POR ANTICIPADO",,"Asset",,,"Yes",,17
170505,"INTERESES",,"Asset",,,"No",,1705
170510,"HONORARIOS",,"Asset",,,"No",,1705
170515,"COMISIONES",,"Asset",,,"No",,1705
170520,"SEGUROS Y FIANZAS",,"Asset",,,"No",,1705
170525,"ARRENDAMIENTOS",,"Asset",,,"No",,1705
170530,"BODEGAJES",,"Asset",,,"No",,1705
170535,"MANTENIMIENTO EQUIPOS",,"Asset",,,"No",,1705
170540,"SERVICIOS",,"Asset",,,"No",,1705
170545,"SUSCRIPCIONES",,"Asset",,,"No",,1705
170595,"OTROS",,"Asset",,,"No",,1705
1710,"CARGOS DIFERIDOS",,"Asset",,,"Yes",,17
171004,"ORGANIZACION Y PREOPERATIVOS",,"Asset",,,"No",,1710
171008,"REMODELACIONES",,"Asset",,,"No",,1710
171012,"ESTUDIOS, INVESTIGACIONES Y PROYECTOS",,"Asset",,,"No",,1710
171016,"PROGRAMAS PARA COMPUTADOR (SOFTWARE)",,"Asset",,,"No",,1710
171020,"UTILES Y PAPELERIA",,"Asset",,,"No",,1710
171024,"MEJORAS A PROPIEDADES AJENAS",,"Asset",,,"No",,1710
171028,"CONTRIBUCIONES Y AFILIACIONES",,"Asset",,,"No",,1710
171032,"ENTRENAMIENTO DE PERSONAL",,"Asset",,,"No",,1710
171036,"FERIAS Y EXPOSICIONES",,"Asset",,,"No",,1710
171040,"LICENCIAS",,"Asset",,,"No",,1710
171044,"PUBLICIDAD, PROPAGANDA Y AVISOS",,"Asset",,,"No",,1710
171048,"ELEMENTOS DE ASEO Y CAFETERIA",,"Asset",,,"No",,1710
171052,"MOLDES Y TROQUELES",,"Asset",,,"No",,1710
171056,"INSTRUMENTAL QUIRURGICO",,"Asset",,,"No",,1710
171060,"DOTACION Y SUMINISTRO A TRABAJADORES",,"Asset",,,"No",,1710
171064,"ELEMENTOS DE ROPERIA Y LENCERIA",,"Asset",,,"No",,1710
171068,"LOZA Y CRISTALERIA",,"Asset",,,"No",,1710
171072,"DESCUENTO EN COLOCACION DE BONOS",,"Asset",,,"No",,1710
171076,"IMPUESTO DE RENTA DIFERIDO DEBITOS POR DIFERENCIAS TEMPORALES",,"Asset",,,"No",,1710
171080,"CONCURSOS Y LICITACIONES",,"Asset",,,"No",,1710
171095,"OTROS",,"Asset",,,"No",,1710
171099,"AJUSTES POR INFLACION",,"Asset",,,"No",,1710
1715,"COSTOS DE EXPLORACION POR AMORTIZAR",,"Asset",,,"Yes",,17
171505,"POZOS SECOS",,"Asset",,,"No",,1715
171510,"POZOS NO COMERCIALES",,"Asset",,,"No",,1715
171515,"OTROS COSTOS DE EXPLORACION",,"Asset",,,"No",,1715
171599,"AJUSTES POR INFLACION",,"Asset",,,"No",,1715
1720,"COSTOS DE EXPLOTACION Y DESARROLLO",,"Asset",,,"Yes",,17
172005,"PERFORACION Y EXPLOTACION",,"Asset",,,"No",,1720
172010,"PERFORACIONES CAMPOS EN DESARROLLO",,"Asset",,,"No",,1720
172015,"FACILIDADES DE PRODUCCION",,"Asset",,,"No",,1720
172020,"SERVICIO A POZOS",,"Asset",,,"No",,1720
172099,"AJUSTES POR INFLACION",,"Asset",,,"No",,1720
1730,"CARGOS POR CORRECCION MONETARIA DIFERIDA",,"Asset",,,"Yes",,17
173001,"173001 a 173098",,"Asset",,,"No",,1730
1798,"AMORTIZACION ACUMULADA",,"Asset",,,"Yes",,17
179805,"COSTOS DE EXPLORACION POR AMORTIZAR",,"Asset",,,"No",,1798
179810,"COSTOS DE EXPLOTACION Y DESARROLLO",,"Asset",,,"No",,1798
179899,"AJUSTES POR INFLACION",,"Asset",,,"No",,1798
18,"OTROS ACTIVOS",,"Asset",,,"Yes",,1
1805,"BIENES DE ARTE Y CULTURA",,"Asset",,,"Yes",,18
180505,"OBRAS DE ARTE",,"Asset",,,"No",,1805
180510,"BIBLIOTECAS",,"Asset",,,"No",,1805
180595,"OTROS",,"Asset",,,"No",,1805
180599,"AJUSTES POR INFLACION",,"Asset",,,"No",,1805
1895,"DIVERSOS",,"Asset",,,"Yes",,18
189505,"MAQUINAS PORTEADORAS",,"Asset",,,"No",,1895
189510,"BIENES ENTREGADOS EN COMODATO",,"Asset",,,"No",,1895
189515,"AMORTIZACION ACUMULADA DE BIENES ENTREGADOS EN COMODATO (CR)",,"Asset",,,"No",,1895
189520,"BIENES RECIBIDOS EN PAGO",,"Asset",,,"No",,1895
189525,"DERECHOS SUCESORALES",,"Asset",,,"No",,1895
189530,"ESTAMPILLAS",,"Asset",,,"No",,1895
189595,"OTROS",,"Asset",,,"No",,1895
189599,"AJUSTES POR INFLACION",,"Asset",,,"No",,1895
1899,"PROVISIONES",,"Asset",,,"Yes",,18
189905,"BIENES DE ARTE Y CULTURA",,"Asset",,,"No",,1899
189995,"DIVERSOS",,"Asset",,,"No",,1899
19,"VALORIZACIONES",,"Asset",,,"Yes",,1
1905,"DE INVERSIONES",,"Asset",,,"Yes",,19
190505,"ACCIONES",,"Asset",,,"No",,1905
190510,"CUOTAS O PARTES DE INTERES SOCIAL",,"Asset",,,"No",,1905
190515,"DERECHOS FIDUCIARIOS",,"Asset",,,"No",,1905
1910,"DE PROPIEDADES PLANTA Y EQUIPO",,"Asset",,,"Yes",,19
191004,"TERRENOS",,"Asset",,,"No",,1910
191006,"MATERIALES PROYECTOS PETROLEROS",,"Asset",,,"No",,1910
191008,"CONSTRUCCIONES Y EDIFICACIONES",,"Asset",,,"No",,1910
191012,"MAQUINARIA Y EQUIPO",,"Asset",,,"No",,1910
191016,"EQUIPO DE OFICINA",,"Asset",,,"No",,1910
191020,"EQUIPO DE COMPUTACION Y COMUNICACION",,"Asset",,,"No",,1910
191024,"EQUIPO MEDICO CIENTIFICO",,"Asset",,,"No",,1910
191028,"EQUIPO DE HOTELES Y RESTAURANTES",,"Asset",,,"No",,1910
191032,"FLOTA Y EQUIPO DE TRANSPORTE",,"Asset",,,"No",,1910
191036,"FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO",,"Asset",,,"No",,1910
191040,"FLOTA Y EQUIPO AEREO",,"Asset",,,"No",,1910
191044,"FLOTA Y EQUIPO FERREO",,"Asset",,,"No",,1910
191048,"ACUEDUCTOS PLANTAS Y REDES",,"Asset",,,"No",,1910
191052,"ARMAMENTO DE VIGILANCIA",,"Asset",,,"No",,1910
191056,"ENVASES Y EMPAQUES",,"Asset",,,"No",,1910
191060,"PLANTACIONES AGRICOLAS Y FORESTALES",,"Asset",,,"No",,1910
191064,"VIAS DE COMUNICACION",,"Asset",,,"No",,1910
191068,"MINAS Y CANTERAS",,"Asset",,,"No",,1910
191072,"POZOS ARTESIANOS",,"Asset",,,"No",,1910
191076,"YACIMIENTOS",,"Asset",,,"No",,1910
191080,"SEMOVIENTES",,"Asset",,,"No",,1910
1995,"DE OTROS ACTIVOS",,"Asset",,,"Yes",,19
199505,"BIENES DE ARTE Y CULTURA",,"Asset",,,"No",,1995
199510,"BIENES ENTREGADOS EN COMODATO",,"Asset",,,"No",,1995
199515,"BIENES RECIBIDOS EN PAGO",,"Asset",,,"No",,1995
199520,"INVENTARIO DE SEMOVIENTES",,"Asset",,,"No",,1995
2,"PASIVO",,"Liability",,,"Yes",,
21,"OBLIGACIONES FINANCIERAS",,"Liability",,,"Yes",,2
2105,"BANCOS NACIONALES",,"Liability",,,"Yes",,21
210505,"SOBREGIROS",,"Liability",,,"No",,2105
210510,"PAGARES",,"Liability",,,"No",,2105
210515,"CARTAS DE CREDITO",,"Liability",,,"No",,2105
210520,"ACEPTACIONES BANCARIAS",,"Liability",,,"No",,2105
2110,"BANCOS DEL EXTERIOR",,"Liability",,,"Yes",,21
211005,"SOBREGIROS",,"Liability",,,"No",,2110
211010,"PAGARES",,"Liability",,,"No",,2110
211015,"CARTAS DE CREDITO",,"Liability",,,"No",,2110
211020,"ACEPTACIONES BANCARIAS",,"Liability",,,"No",,2110
2115,"CORPORACIONES FINANCIERAS",,"Liability",,,"Yes",,21
211505,"PAGARES",,"Liability",,,"No",,2115
211510,"ACEPTACIONES FINANCIERAS",,"Liability",,,"No",,2115
211515,"CARTAS DE CREDITO",,"Liability",,,"No",,2115
2120,"COMPA�IAS DE FINANCIAMIENTO COMERCIAL",,"Liability",,,"Yes",,21
212005,"PAGARES",,"Liability",,,"No",,2120
212010,"ACEPTACIONES FINANCIERAS",,"Liability",,,"No",,2120
2125,"CORPORACIONES DE AHORRO Y VIVIENDA",,"Liability",,,"Yes",,21
212505,"SOBREGIROS",,"Liability",,,"No",,2125
212510,"PAGARES",,"Liability",,,"No",,2125
